@relation FightDataForLogisticRegression2

@attribute Winner {Red,Blue,Draw}
@attribute B_avg_BODY_landed numeric
@attribute B_avg_HEAD_landed numeric
@attribute B_avg_KD numeric
@attribute B_avg_LEG_landed numeric
@attribute B_avg_PASS numeric
@attribute B_avg_REV numeric
@attribute B_avg_SUB_ATT numeric
@attribute B_avg_TD_landed numeric
@attribute B_losses numeric
@attribute B_total_title_bouts numeric
@attribute B_win_by_Decision_Majority numeric
@attribute B_win_by_Decision_Split numeric
@attribute B_win_by_Decision_Unanimous numeric
@attribute B_win_by_KO/TKO numeric
@attribute B_win_by_Submission numeric
@attribute B_win_by_TKO_Doctor_Stoppage numeric
@attribute B_Reach_cms numeric
@attribute R_avg_BODY_landed numeric
@attribute R_avg_HEAD_landed numeric
@attribute R_avg_KD numeric
@attribute R_avg_LEG_landed numeric
@attribute R_avg_PASS numeric
@attribute R_avg_REV numeric
@attribute R_avg_SUB_ATT numeric
@attribute R_avg_TD_landed numeric
@attribute R_losses numeric
@attribute R_total_title_bouts numeric
@attribute R_win_by_Decision_Majority numeric
@attribute R_win_by_Decision_Split numeric
@attribute R_win_by_Decision_Unanimous numeric
@attribute R_win_by_KO/TKO numeric
@attribute R_win_by_Submission numeric
@attribute R_win_by_TKO_Doctor_Stoppage numeric
@attribute R_Reach_cms numeric
@attribute B_age numeric
@attribute R_age numeric

@data
Blue,13.8,23,0,3.8,0.6,0,0.4,0.2,2,0,0,1,1,0,1,0,170.18,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,27,22
Red,6.333333,18,0,6.666667,0.333333,0,0.333333,0.666667,1,0,0,1,0,0,1,0,165.1,6.5,25,0.25,6.25,0.5,0,0.75,2,1,0,0,0,1,1,1,0,165.1,24,27
Blue,7.666667,23.733333,0.2,4.133333,0.933333,0.533333,0.666667,0.533333,7,4,0,1,1,2,4,0,182.88,12.076923,30.615385,0.692308,5.692308,0.384615,0.076923,0,0.384615,4,2,0,0,4,5,0,0,190.5,32,36
Red,4.75,43.5,0.5,4,0.75,0,0,1,0,0,0,0,3,1,0,0,198.12,5.625,27.5,0.125,5.125,2.75,0,0,4.125,3,0,0,0,2,2,0,1,203.2,31,28
Red,16,35,0,9,0,0,0,5,0,0,0,0,1,0,0,0,?,15.2,33.533333,0.4,12.6,0,0,0,0,6,0,0,1,5,3,0,0,172.72,22,33
Red,8.333333,18,1,0,1.666667,0,2.333333,1.666667,0,0,0,1,0,2,0,0,172.72,2.583333,10.75,0.166667,1.916667,2.75,0,0.5,1.416667,4,0,0,0,5,0,3,0,170.18,31,33
Red,15.5,49.5,0,8.5,1.5,0.5,0.5,1.5,1,0,0,1,0,0,0,0,177.8,4.5,10,0.5,1,1,1,0.5,1,1,0,0,0,0,0,1,0,190.5,28,25
Red,8.25,41.75,0,5.75,0.5,0,0,0.25,1,0,0,0,3,0,0,0,170.18,16,46,0,6,1,0,0,1,0,0,0,0,0,1,0,0,165.1,26,20
Red,1,13,0,6,1,0,1,1,0,0,0,0,0,0,1,0,187.96,9,29,0,0,0,0,1,3,0,0,1,0,0,0,0,0,?,28,24
Red,15,28.125,0.25,15.125,0.75,0.25,0.125,1.75,3,0,0,2,3,0,0,0,167.64,9.4,19.3,0.4,8.4,1.2,0,1,0.6,4,0,0,0,1,2,3,0,177.8,38,26
Blue,14,19,0,9,0,0,0,0,1,0,0,0,0,0,0,0,162.56,6.888889,19.111111,0,12.666667,1.111111,0.444444,1,0.666667,3,1,0,2,3,0,1,0,172.72,30,34
Red,18.5,46.125,0.25,13.375,0.125,0.125,0,0.375,5,0,0,0,3,0,0,0,162.56,3.3,32.3,0,5.1,2.4,0.4,0.2,1.5,6,0,0,1,3,0,0,0,160.02,34,33
Blue,0,9,0,17,0,0,0,0,1,0,0,0,0,0,0,0,175.26,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,27,26
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,180.34,6,33,0,2.2,1,0.2,0.2,3.4,3,0,0,1,1,0,0,0,172.72,29,28
Blue,12.933333,33.866667,0.333333,7.666667,0.8,0.066667,0.466667,1,6,0,0,0,5,3,1,0,187.96,3.714286,21.857143,0.571429,5.285714,0.142857,0,0,0.428571,2,1,0,0,3,2,0,0,187.96,34,26
Red,2.363636,14.181818,0.090909,1.090909,2.454545,0.181818,0.727273,1.090909,3,0,0,0,1,0,7,0,182.88,7.3,22.2,0.3,4.5,2.6,0.3,0.5,1.2,2,0,0,0,5,2,1,0,187.96,30,27
Blue,9.333333,22.666667,0.666667,11.333333,0.666667,0,0.333333,0.333333,0,0,0,0,1,1,1,0,195.58,7.8,27.4,0.2,7.6,0.4,0,0,0.2,2,1,0,1,0,2,0,0,190.5,29,29
Red,8.2,23.8,0.4,8.8,2.8,0.2,0.8,2.4,1,1,0,0,3,0,1,0,175.26,9.5,26,0.5,11.5,2.5,0,1,1,0,0,0,0,0,0,2,0,175.26,28,25
Blue,6.333333,17.333333,0,5.666667,5.666667,0,0.666667,2.333333,0,0,0,1,1,0,1,0,180.34,6.285714,19.714286,0.285714,5.571429,0.571429,0,0.285714,0,2,0,0,1,1,2,1,0,187.96,36,31
Red,8,10.5,0,7,0,0.5,0,0,2,0,0,0,0,0,0,0,190.5,4.4,21.2,0.6,3.4,0,0,0,0,3,0,0,0,1,1,0,0,185.42,33,29
Red,1.25,8.5,0,3,2.5,0.25,1,1.25,2,0,0,0,1,0,1,0,182.88,5.25,22,0.25,1.5,1.75,0,0.75,2,0,0,0,1,1,0,2,0,177.8,31,25
Red,4.666667,16,0.333333,2.5,0.666667,0.166667,0.5,0.333333,2,0,0,0,1,1,2,0,185.42,6.8,16,0.2,4.6,0.6,0.2,0,1.4,2,0,0,0,1,2,0,0,185.42,31,25
Blue,3.5,18,0,1,0.5,0,0,1,2,0,0,0,0,0,0,0,198.12,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,198.12,32,24
Blue,4.333333,28.666667,0,5.666667,3,0.333333,0,1.666667,1,0,0,0,1,1,0,0,180.34,9,35.5,1,3,4,0,1.5,0.5,0,0,0,0,1,0,1,0,185.42,27,30
Red,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,165.1,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,157.48,30,28
Red,7,50,0,7.5,4,0,0,3.5,0,0,0,0,2,0,0,0,177.8,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,31,32
Blue,19.555556,36.166667,0.722222,1.777778,0.277778,0,0.055556,0.277778,4,5,0,0,5,9,0,0,195.58,4.125,20.75,0.3125,1.3125,1,0.125,0,0.3125,4,1,0,1,1,10,0,0,200.66,35,34
Red,8.333333,37.666667,0.666667,12,0.333333,0,0,0.333333,0,0,0,0,2,1,0,0,193.04,10.428571,34.285714,0.285714,6.714286,0.714286,0.285714,0.428571,0.285714,1,0,0,1,2,3,0,0,185.42,31,32
Blue,2.571429,9.428571,0.285714,2.857143,0.857143,0.285714,0.714286,0.571429,3,0,0,0,0,2,2,0,193.04,12.277778,30.722222,0.388889,5.444444,0.444444,0.111111,0.111111,0.555556,8,0,0,1,3,5,1,0,190.5,29,35
Red,4,20.4,0.3,3.2,1.6,0,0.4,0.7,4,0,0,0,1,3,2,0,198.12,10,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,185.42,37,32
Red,8.363636,25.181818,0.272727,6.181818,1,0,0.090909,0.636364,5,0,0,0,3,2,1,0,177.8,9.142857,21.428571,0.285714,6.428571,1.928571,0,0.5,0.928571,5,0,0,1,4,1,3,0,182.88,30,29
Blue,5.333333,23.444444,0.222222,4.111111,0.777778,0,0.222222,2.111111,4,0,0,1,2,2,0,0,185.42,6.478261,14.956522,0.304348,4.391304,0.652174,0.086957,0.478261,0.913043,11,0,0,2,3,7,0,0,187.96,31,38
Red,5.272727,23.909091,0.090909,2,1.636364,0,0.454545,0.909091,3,1,0,2,2,1,3,0,182.88,2.909091,25.545455,0.181818,4.363636,1.909091,0.272727,1,0.727273,4,0,0,0,3,1,3,0,185.42,36,29
Blue,15.5,14,0,9,1.5,0,0.5,3,1,1,0,0,1,0,0,0,172.72,7.555556,30.444444,0,5,0.777778,0.111111,1,0.222222,4,0,0,0,1,2,2,0,172.72,29,41
Red,12.666667,12,0,2.333333,0.666667,0,0.666667,1,2,0,0,1,0,0,0,0,187.96,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,29,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,198.12,1,6,0,2,0,0,1,0,0,0,0,0,0,0,1,0,208.28,30,32
Blue,3,21,0,10.75,0.5,0,0.5,0.25,2,0,0,1,1,0,0,0,177.8,9.181818,33.727273,0.090909,2.909091,2.818182,1.181818,1.727273,1.363636,5,0,0,0,2,2,2,0,172.72,29,27
Red,5.428571,16,0.285714,6.142857,1,0.142857,0.285714,0.571429,3,0,0,3,0,1,0,0,182.88,6.285714,39,0.285714,6.428571,0.571429,0,0.428571,0,3,0,0,1,2,0,1,0,182.88,32,28
Red,4,10,0,6,0,0,0,0,1,0,0,0,0,0,0,0,185.42,13.25,24.625,0.5,3,0.375,0.25,0.125,0.625,5,0,0,0,1,2,0,0,180.34,32,30
Red,5.9,24.1,0.5,2.9,0.5,0.2,0.4,0.4,3,0,0,0,1,5,1,0,193.04,14.631579,31.578947,0.263158,15.631579,1.526316,0,0.526316,1.947368,2,12,0,0,7,5,5,0,213.36,30,31
Blue,11.888889,39.111111,0.333333,7.555556,3.777778,0,0.222222,4.444444,0,1,0,0,7,1,1,0,193.04,10.166667,20.666667,0.833333,3.666667,0.25,0,0.25,0.416667,3,5,1,1,1,5,1,0,187.96,31,36
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,185.42,10.421053,39.526316,0.473684,1.842105,0.578947,0.157895,0,0.842105,6,5,0,3,4,6,0,0,187.96,34,36
Blue,11,33.5,0,16.5,1.5,0,1,1,0,0,0,0,1,0,1,0,?,11.777778,38.333333,0.111111,12,1.222222,0,0.111111,0.777778,3,0,0,0,5,0,1,0,152.4,29,29
Blue,7.818182,24.727273,0.363636,10.454545,0.545455,0.090909,0.727273,0.636364,4,0,0,0,2,2,3,0,165.1,3.125,26.5,1.125,2.875,0.375,0,0,0.625,2,3,0,0,2,4,0,0,165.1,32,27
Blue,6,40.75,0,6.75,3.5,0.75,1,5.75,0,0,0,0,1,0,3,0,185.42,6.37931,22.448276,0.62069,8.62069,0.310345,0.241379,0.344828,0.931034,14,0,0,1,6,7,0,1,180.34,28,32
Blue,0.5,6.5,1,1.5,0,0,0,0,0,0,0,0,0,2,0,0,208.28,4.857143,15.571429,0,0.857143,1.714286,0.142857,0.714286,1.428571,2,0,0,0,0,1,4,0,195.58,26,32
Red,3.777778,26,0,10.444444,0.333333,0,0.111111,0.333333,2,1,0,1,3,3,0,0,170.18,15,44,0,7.75,2,0,0,3.75,1,0,0,2,1,0,0,0,162.56,29,29
Red,0,7.4,0.4,0.2,2.6,0.2,1.8,0.8,1,0,0,0,0,0,4,0,187.96,7.964286,24.071429,0.214286,1.714286,1.5,0.107143,0.642857,1.107143,11,2,0,3,9,5,0,0,182.88,27,37
Red,1.5,21.5,0,1.5,1.5,0,0.5,0.5,1,0,0,0,0,0,1,0,185.42,6,12,0,4,3,0,0,8,0,0,0,1,0,0,0,0,?,35,21
Blue,12,11,1,1,2,0,2,0,0,1,0,0,0,0,1,0,182.88,9.666667,11,0,4.666667,0.333333,0,0,2.333333,2,0,0,0,1,0,0,0,172.72,27,30
Blue,19,10,0,12,0,0,0,0,1,0,0,0,0,0,0,0,160.02,8,17.5,0,3.5,2.5,0.5,1.5,1,1,0,0,0,0,0,1,0,170.18,26,26
Blue,7.294118,19.176471,0.647059,5.705882,0.764706,0.117647,0.058824,0.411765,5,0,0,0,2,10,0,0,193.04,9.9,31.8,0.3,2.9,1.2,0,0.3,1.3,4,0,0,0,3,1,2,0,198.12,35,35
Red,2.125,8.5,0.375,4.125,0.75,0.125,0.375,0.375,3,0,0,0,1,3,1,0,190.5,5.142857,13.714286,0.142857,5.857143,0.761905,0.285714,0.952381,0.285714,9,0,1,0,1,5,5,0,213.36,33,31
Blue,29,40,0,7,1,0,0,2,1,0,0,0,0,0,0,0,187.96,6.285714,35.428571,0.214286,10.571429,0.285714,0,0,0.357143,7,0,0,3,0,4,0,0,193.04,24,33
Red,10,67.5,0.5,5.5,0.75,0.25,0.5,0,2,0,0,0,2,0,0,0,170.18,6.125,20,0,9.125,2.375,0,0.25,2.75,4,1,0,1,2,1,0,0,167.64,24,35
Blue,13.333333,51.333333,0.666667,2.333333,0.666667,0.333333,0.333333,1,0,0,0,0,1,2,0,0,170.18,14.357143,25.285714,0.642857,6.5,0.142857,0,0,0.642857,5,3,0,1,3,4,0,1,167.64,26,34
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,187.96,10,23,0.5,2.5,1.5,1,0,0,1,0,0,0,0,1,0,0,190.5,26,26
Red,11.5,19.5,0,3.5,0.5,0,0,1.5,1,0,0,1,0,0,0,0,190.5,7,15,0,3,0,0,0,1,1,0,0,0,0,0,0,0,193.04,25,34
Blue,1,14,0,5,0,0,0,1,1,0,0,0,0,0,0,0,172.72,6,24.5,0,22.5,0,0,0,0,2,0,0,0,0,0,0,0,175.26,26,31
Blue,0.333333,9.333333,0,0.333333,3.333333,0,0.666667,1.333333,1,0,0,0,0,0,2,0,160.02,5,15,0,3.5,0,0,0.5,0.5,2,0,0,0,0,0,0,0,162.56,23,23
Red,11.4,29.8,1,4.6,0.4,0,0,0,1,0,0,1,0,3,0,0,180.34,7.5,18.5,0.5,3,0,0,0.25,0,2,0,0,1,0,1,0,0,177.8,34,32
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,187.96,5.083333,21.75,0.166667,5.333333,3.833333,0.083333,0.583333,3.5,2,0,0,3,4,0,3,0,170.18,22,37
Blue,6.428571,22.285714,0.285714,2.857143,1.857143,0.285714,0.571429,0.428571,2,0,0,0,1,3,1,0,187.96,3.272727,19.454545,0.090909,3.090909,0.727273,0.090909,0.090909,3.454545,2,0,0,1,6,1,0,1,185.42,34,32
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,195.58,9,22,0,3,4,0,0,5,0,0,0,0,1,0,0,0,?,24,28
Red,5.428571,38.714286,0.714286,7.142857,2.142857,0,0.214286,2.428571,2,6,0,0,2,10,0,0,195.58,1.777778,11.444444,0.444444,1.111111,0,0,0.222222,0,2,1,0,0,0,5,1,1,210.82,36,32
Blue,8.818182,22.636364,0.272727,8.909091,0.454545,0,0.272727,0.272727,4,0,0,1,1,4,1,0,177.8,9,23.272727,0.363636,3.636364,0.272727,0.181818,0.454545,0.181818,2,0,0,0,4,2,3,0,193.04,34,31
Blue,12,18.4,0,5,2.4,0,1.8,1.4,1,0,0,0,1,0,3,0,162.56,6.111111,42.666667,0,11,0.666667,0.222222,0.444444,0.333333,5,0,0,1,1,1,1,0,170.18,31,31
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,177.8,11.421053,30.894737,0.157895,6.105263,1.105263,0.526316,0.684211,0.473684,10,0,0,3,3,0,2,1,185.42,30,30
Red,6.875,36.125,0.625,11.375,0.125,0,0.25,0.25,3,0,0,0,1,3,1,0,182.88,3.666667,15,0.555556,6.333333,0.777778,0,0.444444,0.666667,2,0,0,0,0,4,3,0,190.5,29,27
Red,2.454545,16.090909,0.181818,4.272727,1.272727,0.272727,0.181818,1.454545,3,0,0,1,3,3,1,0,185.42,6.818182,28.545455,0.272727,6.363636,1.090909,0.272727,0.181818,2.090909,5,0,0,1,3,2,0,0,187.96,30,28
Blue,16.363636,22.181818,0,9.272727,1.636364,0.090909,0.818182,1.909091,3,0,0,0,4,1,3,0,180.34,10.714286,26.285714,0.428571,11.857143,0,0,0,0.714286,1,0,0,1,4,1,0,0,172.72,29,29
Blue,0,7.5,0.5,0,2.5,1,2.5,0.5,0,0,0,0,0,0,2,0,180.34,15,55,1,8,1,0,1,0,0,0,0,0,1,0,0,0,185.42,24,24
Blue,24,17,0,15,8,0,2,3,0,0,0,0,1,0,0,0,175.26,16,28.833333,0,9.5,0.833333,0,0,0.833333,3,0,0,1,1,1,0,0,170.18,30,31
Blue,10.333333,26.285714,0.095238,6,2.47619,0.047619,1.095238,2.904762,8,0,0,2,6,3,2,0,172.72,12.428571,44.428571,0.428571,7.857143,2.714286,0.428571,0.285714,2.714286,2,0,0,0,3,1,1,0,175.26,34,35
Blue,4.4,35.2,0.4,1.2,0.2,0,0.2,0.2,3,0,0,0,1,0,1,0,170.18,11.333333,33.133333,0.266667,10.466667,0.933333,0,0.333333,1.466667,6,6,0,0,4,2,3,0,177.8,33,32
Blue,4.5,20,0,6.5,0.5,0.5,0,0.5,1,0,0,0,1,0,0,0,160.02,12,47,0,3,1,0,0.5,2.5,0,0,0,0,1,0,1,0,160.02,27,28
Red,6.909091,18.909091,0.818182,7.818182,0.136364,0.045455,0.272727,0.136364,5,13,0,0,3,11,3,0,195.58,12,34,1,14.25,0.5,0,0.25,0,0,0,0,1,1,2,0,0,203.2,43,29
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,13.166667,31.333333,0.833333,13.333333,0.333333,0,0.333333,1.166667,5,0,0,0,0,1,0,0,180.34,32,26
Blue,8,16,0,5.5,3,0.5,0.5,4.5,0,0,0,0,1,1,0,0,175.26,3.866667,10.8,0,3.533333,2.933333,0.333333,1.4,2.266667,4,0,0,1,4,0,6,0,170.18,26,34
Red,17,25,0,10,1,2,6,0,0,0,0,0,1,0,0,0,167.64,4.5,24.5,0,2,1,0,1,0,0,0,0,0,0,0,2,0,172.72,23,23
Red,5.5,20.0625,0.4375,4.875,0.1875,0,0.0625,0.0625,6,0,0,2,2,5,1,0,190.5,0,16,0,1,9,2,4,1,0,0,0,0,0,0,1,0,187.96,32,22
Red,5.6,28.6,0.2,6.4,2,0.2,0,1.2,2,0,0,1,1,1,0,0,177.8,2,9,1,2,0,0,0,0,0,0,0,0,0,1,0,0,193.04,30,25
Red,11.333333,31.333333,0,0.333333,0.666667,0,0,0.666667,2,0,0,0,1,0,0,0,182.88,12.5,42.5,0,6,1,0,0,1,1,0,0,0,0,1,0,0,182.88,27,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,9,74,1,3,5,1,0,0,0,0,0,0,1,0,0,0,175.26,23,25
Blue,2.666667,23.333333,0,5.333333,5.333333,0.833333,1.166667,2,3,0,0,1,0,0,2,0,185.42,6.375,19.375,0.875,9,0.5,0,0,0.375,5,0,0,0,1,2,0,0,175.26,31,27
Blue,5,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,195.58,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,23,34
Blue,27,36,0,8,1,0,0,1,1,0,0,0,0,0,0,0,177.8,6,13.5,0,4.5,1,0,0,3,2,0,0,0,0,0,0,0,175.26,32,29
Blue,7.5,12,0.75,6.25,0,0,0.25,0.25,1,0,0,1,0,2,0,0,170.18,6.692308,26.230769,0.153846,14.230769,0.846154,0,0.153846,1,2,0,0,3,5,2,1,0,167.64,30,36
Red,6.666667,43,0.166667,17.666667,1.5,0,0.333333,1,1,0,0,2,1,0,2,0,182.88,7.083333,42.5,0.333333,7.083333,1,0,0.25,1,3,11,0,0,6,3,0,0,177.8,29,32
Red,8,36,0.666667,4,0.333333,0,0,0.333333,1,0,0,0,0,2,0,0,187.96,2.964286,18.571429,0.035714,1.392857,3.178571,0.178571,0.857143,2.142857,9,2,0,1,8,1,9,0,182.88,33,41
Red,11,23.6,0.4,20,0,0,0,0.8,0,0,0,0,3,2,0,0,185.42,5.818182,10.681818,0.090909,3.727273,1.363636,0.136364,1.272727,1.318182,9,0,0,0,1,0,12,0,187.96,29,29
Red,0.75,40.25,0,0,0.25,0,0.25,0.25,1,0,0,1,1,0,1,0,203.2,1,7,1,2,0,0,0,0,0,0,0,0,0,1,0,0,208.28,30,26
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,1,7,0,2,2,0,1,1,0,0,0,0,0,0,1,0,160.02,31,27
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,190.5,14.666667,12.333333,0,2.333333,1.666667,0,1,1,2,0,0,0,0,0,1,0,185.42,25,30
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,172.72,1.5,24,0,15.5,1.5,0,0.5,1,1,0,0,0,0,0,1,0,175.26,25,32
Red,5,30,0.6,5.2,0.2,0.2,0.2,0.2,3,0,0,0,1,1,0,0,193.04,5.25,20.416667,0.541667,14,0.958333,0.083333,0.25,0.541667,10,1,0,0,5,7,1,1,177.8,33,35
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,198.12,5.666667,17.666667,0.333333,3,0.333333,0,0,0.333333,2,0,0,0,0,1,0,0,187.96,30,27
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,175.26,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,24,27
Blue,13,40,0,12,0,0,0,1,0,0,0,1,0,0,0,0,177.8,7.666667,32.333333,0.666667,7,1.333333,0,0.666667,1.333333,0,0,0,1,1,1,0,0,182.88,26,23
Blue,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,6,19,0,3,4.5,0,0,1,1,0,0,0,1,0,0,0,165.1,26,30
Red,10.066667,45.733333,0.6,11.133333,1.866667,0,0.8,1.4,3,7,0,0,4,7,1,0,170.18,18.111111,24.666667,0.333333,4.111111,1.333333,0,0.111111,2.111111,2,2,0,2,4,1,0,0,162.56,32,31
Blue,1,6,0,8,0,0,0,0,1,0,0,0,0,0,0,0,193.04,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,203.2,29,30
Red,7.583333,20.5,0.75,3.5,0.416667,0.166667,0.333333,0.083333,6,0,0,1,0,2,3,0,190.5,0.6,20.6,0.4,2,5.8,0,0.6,3.4,0,0,0,0,1,2,2,0,180.34,31,32
Red,9.923077,21.461538,0.153846,4.307692,2.230769,0.769231,0.076923,2.461538,5,0,0,3,1,4,0,0,165.1,11.8125,26.375,0.25,9.125,1.5625,0.0625,0.25,1.0625,3,2,0,1,7,4,1,0,165.1,30,34
Red,7.5,12,0,2,0.5,0,1,0.5,1,0,0,0,0,0,1,0,157.48,11.142857,26.142857,0.142857,4.857143,1.285714,0.571429,0.571429,1.142857,3,0,0,0,1,2,1,0,165.1,27,24
Red,3.666667,13,0,1.666667,1.333333,0,0.666667,1,1,0,0,0,1,0,1,0,187.96,4.133333,27.733333,0.266667,0.2,2.466667,0.066667,0.466667,1.333333,5,1,0,0,2,4,3,1,193.04,28,39
Blue,10.896552,19.862069,0.586207,11.724138,1,0.103448,0.37931,0.689655,8,1,0,0,6,9,6,0,185.42,9,14.5,0.5,0,1.5,0.5,0,2,0,0,0,0,1,1,0,0,182.88,35,26
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,170.18,12.285714,26.428571,0.428571,19.285714,0.857143,0.142857,0.285714,1.142857,3,0,0,0,2,1,1,0,165.1,24,33
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,193.04,29,31
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,182.88,11.5,56,0.5,5.5,1.5,0.5,0,0.5,0,0,0,0,0,2,0,0,177.8,25,26
Red,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,182.88,7.1875,33.8125,0.3125,9.4375,1.9375,0.1875,0.75,2.875,7,1,0,2,4,1,2,0,167.64,28,32
Blue,2,33.5,1,1,0,0,0.5,0,0,0,0,0,0,1,1,0,190.5,6.142857,42.571429,0,11.285714,1.714286,0,0.142857,2.142857,2,0,0,1,3,1,0,0,182.88,28,30
Blue,3,8,0,5,0,0,0,0,1,0,0,0,0,0,0,0,190.5,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,193.04,32,29
Red,6.785714,33.714286,0.642857,5.285714,1.214286,0,0.357143,1.285714,4,2,0,0,3,5,2,0,200.66,14.611111,31.888889,0.277778,15.5,1.444444,0,0.555556,2,2,11,0,0,7,4,5,0,213.36,31,31
Blue,6.2,24.1,0.2,10.1,1.4,0,0.4,1.1,1,4,0,1,1,5,2,0,175.26,18.2,40,0.4,8.8,1,0,0,0.6,0,3,0,0,1,4,0,0,172.72,30,33
Blue,3.818182,12,0.090909,1.727273,1.636364,0.090909,0.727273,1.545455,4,1,0,0,2,0,5,0,190.5,11.133333,29.533333,0.333333,13.4,1.8,0.466667,0.666667,0.466667,8,3,0,1,1,4,0,1,190.5,31,34
Blue,7.5,42.666667,0,3.833333,2.833333,0,0,4.333333,4,1,0,0,6,2,0,0,200.66,2.4,10.4,0.4,2.5,0.6,0,0.3,1,3,0,0,0,2,3,2,0,185.42,29,35
Blue,8.6,54.2,0.6,12.8,2.8,0.2,0.6,3.2,0,0,0,0,3,2,0,0,180.34,2.076923,18.538462,0.538462,6.538462,0.461538,0,0.153846,1.846154,4,3,0,0,3,6,0,0,167.64,30,33
Draw,4.8,14,0.6,2,0.3,0,0.1,0.1,6,0,0,0,0,4,0,0,195.58,4.333333,15.074074,0.37037,6.703704,0.222222,0.037037,0.185185,0.333333,11,5,0,1,4,9,2,0,195.58,35,39
Blue,11,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,182.88,7.666667,17.833333,0,4.166667,2.166667,0.666667,0.666667,2.166667,3,1,0,0,1,2,0,0,172.72,28,36
Blue,8.5,52.5,1,1.5,0.5,0.5,0,0,0,0,0,0,1,1,0,0,170.18,8.8,31.4,0.4,12.4,0.4,0.2,0,0.8,2,0,0,0,2,1,0,0,172.72,25,33
Blue,10,14.5,0,10,0.5,0,0.5,0.5,0,1,0,0,2,0,0,0,180.34,6.12,29.04,0.28,2.12,1.76,0.04,0.48,1.04,13,11,0,0,1,6,4,1,177.8,33,40
Red,11,41,1,1,0,0,0,1,0,0,0,1,0,0,0,0,190.5,3,20,0,10,1,0,1,0,0,0,0,0,0,0,1,0,175.26,30,25
Red,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,200.66,5.769231,16.307692,0.307692,7.769231,0.076923,0.307692,0.153846,0.538462,7,1,0,0,1,3,0,2,200.66,27,34
Red,8,25.166667,0.833333,2.166667,0.666667,0.166667,0.333333,0.833333,2,0,0,0,0,3,1,0,185.42,8.5,27,1,7,0,0,0,0.5,0,0,0,0,1,1,0,0,193.04,34,31
Blue,13,27,0,2,0,0,0,2,1,0,0,0,0,0,0,0,190.5,6.2,34.6,0.2,6.2,0.6,0.2,0.4,0.8,2,0,0,0,1,1,1,0,167.64,26,32
Blue,8.454545,33.090909,0.636364,6.272727,0.545455,0,0.272727,0.727273,3,2,0,1,3,4,0,0,177.8,9.384615,34.923077,0,0.692308,3.230769,0.076923,0.846154,2.461538,3,1,0,1,3,1,4,1,195.58,31,26
Red,4.6,23.3,0.5,5.6,0.2,0.2,0.3,0.3,3,0,0,0,0,5,2,0,190.5,11.789474,16.894737,0.473684,12.526316,0.105263,0,0.052632,0.368421,6,0,1,1,5,6,0,0,190.5,28,32
Red,5.833333,43,0.083333,5.5,1.166667,0.166667,0.416667,0.916667,4,0,0,1,7,0,0,0,175.26,7.375,25.375,0.625,3.625,0.375,0,0.5,0.625,3,0,0,0,0,4,1,0,180.34,25,31
